year,Value,Units,variable_code
2019,Level 4,GH211,H05
2019,Level 4,GH211,H06
2019,Level 4,GH211,H07
2019,Level 4,GH211,H08
2019,Level 4,GH211,H09
2019,Level 4,GH211,H10
2019,Level 4,GH211,H11
2019,Level 4,GH211,H12
2019,Level 4,GH211,H13
2019,Level 4,GH211,H17
2019,Level 4,GH211,H18
2019,Level 4,GH211,H20
2019,Level 4,GH211,H21
2019,Level 4,GH211,H22
2019,Level 4,GH211,H23
2019,Level 4,GH211,H24
2019,Level 4,GH211,H25
2019,Level 4,GH211,H26
2019,Level 4,GH211,H27
2019,Level 4,GH211,H28
2019,Level 4,GH211,H29
2019,Level 4,GH211,H30
2019,Level 4,GH211,H31
2019,Level 4,GH211,H32
2019,Level 4,GH211,H33
2019,Level 4,GH211,H34
2019,Level 4,GH211,H35
2019,Level 4,GH211,H36
2019,Level 4,GH211,H37
2019,Level 4,GH211,H38
2019,Level 4,GH211,H39
2019,Level 4,GH211,H40
2019,Level 4,GH211,H41
2019,Level 4,GH212,H01
2019,Level 4,GH212,H02
2019,Level 4,GH212,H03
2019,Level 4,GH212,H05
2019,Level 4,GH212,H06
2019,Level 4,GH212,H07
2019,Level 4,GH212,H08
2019,Level 4,GH212,H09
2019,Level 4,GH212,H10
2019,Level 4,GH212,H11
2019,Level 4,GH212,H12
2019,Level 4,GH212,H13
2019,Level 4,GH212,H17
2019,Level 4,GH212,H18
2019,Level 4,GH212,H20
2019,Level 4,GH212,H21
2019,Level 4,GH212,H22
2019,Level 4,GH212,H23
2019,Level 4,GH212,H24
2019,Level 4,GH212,H25
2019,Level 4,GH212,H26
2019,Level 4,GH212,H27
2019,Level 4,GH212,H28
2019,Level 4,GH212,H29
2019,Level 4,GH212,H30
2019,Level 4,GH212,H31
2019,Level 4,GH212,H32
2019,Level 4,GH212,H33
2019,Level 4,GH212,H34
2019,Level 4,GH212,H35
2019,Level 4,GH212,H36
2019,Level 4,GH212,H37
2019,Level 4,GH212,H38
2019,Level 4,GH212,H39
2019,Level 4,GH212,H40
2019,Level 4,GH212,H41
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars (millions)
2019,Level 1,II,Dollars
2019,Level 1,II,Dollars
2019,Level 1,II,Percentage
2019,Level 1,II,Percentage
2019,Level 1,II,Percentage
2019,Level 1,II,Percentage
2019,Level 1,II,Percentage
2019,Level 3,II11,H01
2019,Level 3,II11,H04
2019,Level 3,II11,H05
2019,Level 3,II11,H06
2019,Level 3,II11,H07
2019,Level 3,II11,H08
2019,Level 3,II11,H09
2019,Level 3,II11,H10
2019,Level 3,II11,H11
2019,Level 3,II11,H12
2019,Level 3,II11,H13
2019,Level 3,II11,H19
2019,Level 3,II11,H20
2019,Level 3,II11,H21
2019,Level 3,II11,H22
2019,Level 3,II11,H23
2019,Level 3,II11,H24
2019,Level 3,II11,H25
2019,Level 3,II11,H26
2019,Level 3,II11,H27
2019,Level 3,II11,H28
2019,Level 3,II11,H29
2019,Level 3,II11,H30
2019,Level 3,II11,H31
2019,Level 3,II11,H32
2019,Level 3,II11,H33
2019,Level 3,II11,H34
2019,Level 3,II11,H35
2019,Level 3,II11,H36
2019,Level 3,II11,H37
2019,Level 3,II11,H39
2019,Level 3,II11,H40
2019,Level 3,II11,H41
2019,Level 4,II111,H01
2019,Level 4,II111,H04
2019,Level 4,II111,H05
2019,Level 4,II111,H06
2019,Level 4,II111,H07
2019,Level 4,II111,H08
2019,Level 4,II111,H09
2019,Level 4,II111,H10
2019,Level 4,II111,H11
2019,Level 4,II111,H12
2019,Level 4,II111,H13
2019,Level 4,II111,H19
2019,Level 4,II111,H20
2019,Level 4,II111,H21
2019,Level 4,II111,H22
2019,Level 4,II111,H23
2019,Level 4,II111,H24
2019,Level 4,II111,H25
2019,Level 4,II111,H26
2019,Level 4,II111,H27
2019,Level 4,II111,H28
2019,Level 4,II111,H29
2019,Level 4,II111,H30
2019,Level 4,II111,H31
2019,Level 4,II111,H32
2019,Level 4,II111,H33
2019,Level 4,II111,H34
2019,Level 4,II111,H35
2019,Level 4,II111,H36
2019,Level 4,II111,H37
2019,Level 4,II111,H39
2019,Level 4,II111,H40
2019,Level 4,II111,H41
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II12, Air and Other Transport"
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 3,II13, Transport Support
2019,Level 4,II131,H01
2019,Level 4,II131,H04
2019,Level 4,II131,H05
2019,Level 4,II131,H06
2019,Level 4,II131,H07
2019,Level 4,II131,H08
2019,Level 4,II131,H09
2019,Level 4,II131,H10
2019,Level 4,II131,H11
2019,Level 4,II131,H12
2019,Level 4,II131,H13
2019,Level 4,II131,H19
2019,Level 4,II131,H20
2019,Level 4,II131,H21
2019,Level 4,II131,H22
2019,Level 4,II131,H23
2019,Level 4,II131,H24
2019,Level 4,II131,H25
2019,Level 4,II131,H26
2019,Level 4,II131,H27
2019,Level 4,II131,H28
2019,Level 4,II131,H29
2019,Level 4,II131,H30
2019,Level 4,II131,H31
2019,Level 4,II131,H32
2019,Level 4,II131,H33
2019,Level 4,II131,H34
2019,Level 4,II131,H35
2019,Level 4,II131,H36
2019,Level 4,II131,H37
2019,Level 4,II131,H39
2019,Level 4,II131,H40
2019,Level 4,II131,H41
2019,Level 4,II132,H01
2019,Level 4,II132,H04
2019,Level 4,II132,H05
2019,Level 4,II132,H06
2019,Level 4,II132,H07
2019,Level 4,II132,H08
2019,Level 4,II132,H09
2019,Level 4,II132,H10
2019,Level 4,II132,H11
2019,Level 4,II132,H12
2019,Level 4,II132,H13
2019,Level 4,II132,H19
2019,Level 4,II132,H20
2019,Level 4,II132,H21
2019,Level 4,II132,H22
2019,Level 4,II132,H23
2019,Level 4,II132,H24
2019,Level 4,II132,H25
2019,Level 4,II132,H26
2019,Level 4,II132,H27
2019,Level 4,II132,H28
2019,Level 4,II132,H29
2019,Level 4,II132,H30
2019,Level 4,II132,H31
2019,Level 4,II132,H32
2019,Level 4,II132,H33
2019,Level 4,II132,H34
2019,Level 4,II132,H35
2019,Level 4,II132,H36
2019,Level 4,II132,H37
2019,Level 4,II132,H39
2019,Level 4,II132,H40
2019,Level 4,II132,H41
2019,Level 4,II133,H01
2019,Level 4,II133,H04
2019,Level 4,II133,H05
2019,Level 4,II133,H06
2019,Level 4,II133,H07
2019,Level 4,II133,H08
2019,Level 4,II133,H09
2019,Level 4,II133,H10
2019,Level 4,II133,H11
2019,Level 4,II133,H12
2019,Level 4,II133,H13
2019,Level 4,II133,H19
2019,Level 4,II133,H20
2019,Level 4,II133,H21
2019,Level 4,II133,H22
2019,Level 4,II133,H23
2019,Level 4,II133,H24
2019,Level 4,II133,H25
2019,Level 4,II133,H26
2019,Level 4,II133,H27
2019,Level 4,II133,H28
2019,Level 4,II133,H29
2019,Level 4,II133,H30
2019,Level 4,II133,H31
2019,Level 4,II133,H32
2019,Level 4,II133,H33
2019,Level 4,II133,H34
2019,Level 4,II133,H35
2019,Level 4,II133,H36
2019,Level 4,II133,H37
2019,Level 4,II133,H39
2019,Level 4,II133,H40
2019,Level 4,II133,H41
2019,Level 1,JJ,H01
2019,Level 1,JJ,H04
2019,Level 1,JJ,H05
2019,Level 1,JJ,H06
2019,Level 1,JJ,H07
2019,Level 1,JJ,H08
2019,Level 1,JJ,H09
2019,Level 1,JJ,H10
2019,Level 1,JJ,H11
2019,Level 1,JJ,H12
2019,Level 1,JJ,H13
2019,Level 1,JJ,H19
2019,Level 1,JJ,H20
2019,Level 1,JJ,H21
2019,Level 1,JJ,H22
2019,Level 1,JJ,H23
2019,Level 1,JJ,H24
2019,Level 1,JJ,H25
2019,Level 1,JJ,H26
2019,Level 1,JJ,H27
2019,Level 1,JJ,H28
2019,Level 1,JJ,H29
2019,Level 1,JJ,H30
2019,Level 1,JJ,H31
2019,Level 1,JJ,H32
2019,Level 1,JJ,H33
2019,Level 1,JJ,H34
2019,Level 1,JJ,H35
2019,Level 1,JJ,H36
2019,Level 1,JJ,H37
2019,Level 1,JJ,H39
2019,Level 1,JJ,H40
2019,Level 1,JJ,H41
2019,Level 3,JJ11,H01
2019,Level 3,JJ11,H04
2019,Level 3,JJ11,H05
2019,Level 3,JJ11,H06
2019,Level 3,JJ11,H07
2019,Level 3,JJ11,H08
2019,Level 3,JJ11,H09
2019,Level 3,JJ11,H10
2019,Level 3,JJ11,H11
2019,Level 3,JJ11,H12
2019,Level 3,JJ11,H13
2019,Level 3,JJ11,H19
2019,Level 3,JJ11,H20
2019,Level 3,JJ11,H21
2019,Level 3,JJ11,H22
2019,Level 3,JJ11,H23
2019,Level 3,JJ11,H24
2019,Level 3,JJ11,H25
2019,Level 3,JJ11,H26
2019,Level 3,JJ11,H27
2019,Level 3,JJ11,H28
2019,Level 3,JJ11,H29
2019,Level 3,JJ11,H30
2019,Level 3,JJ11,H31
2019,Level 3,JJ11,H32
2019,Level 3,JJ11,H33
2019,Level 3,JJ11,H34
2019,Level 3,JJ11,H35
2019,Level 3,JJ11,H36
2019,Level 3,JJ11,H37
2019,Level 3,JJ11,H39
2019,Level 3,JJ11,H40
2019,Level 3,JJ11,H41
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars (millions)
2019,Level 3,JJ12,Dollars
2019,Level 3,JJ12,Dollars
2019,Level 3,JJ12,Percentage
2019,Level 3,JJ12,Percentage
2019,Level 3,JJ12,Percentage
2019,Level 3,JJ12,Percentage
2019,Level 3,JJ12,Percentage
2019,Level 1,KK,H01
2019,Level 1,KK,H04
2019,Level 1,KK,H05
2019,Level 1,KK,H06
2019,Level 1,KK,H07
2019,Level 1,KK,H08
2019,Level 1,KK,H09
2019,Level 1,KK,H10
2019,Level 1,KK,H11
2019,Level 1,KK,H12
2019,Level 1,KK,H13
2019,Level 1,KK,H14
2019,Level 1,KK,H19
2019,Level 1,KK,H20
2019,Level 1,KK,H21
2019,Level 1,KK,H22
2019,Level 1,KK,H23
2019,Level 1,KK,H24
2019,Level 1,KK,H25
2019,Level 1,KK,H26
2019,Level 1,KK,H27
2019,Level 1,KK,H28
2019,Level 1,KK,H29
2019,Level 1,KK,H30
2019,Level 1,KK,H31
2019,Level 1,KK,H32
2019,Level 1,KK,H33
2019,Level 1,KK,H34
2019,Level 1,KK,H35
2019,Level 1,KK,H36
2019,Level 1,KK,H37
2019,Level 1,KK,H39
2019,Level 1,KK,H40
2019,Level 1,KK,H41
2019,Level 3,KK11,H01
2019,Level 3,KK11,H04
2019,Level 3,KK11,H05
2019,Level 3,KK11,H06
2019,Level 3,KK11,H07
2019,Level 3,KK11,H08
2019,Level 3,KK11,H09
2019,Level 3,KK11,H10
2019,Level 3,KK11,H11
2019,Level 3,KK11,H12
2019,Level 3,KK11,H13
2019,Level 3,KK11,H14
2019,Level 3,KK11,H19
2019,Level 3,KK11,H20
2019,Level 3,KK11,H21
2019,Level 3,KK11,H22
2019,Level 3,KK11,H23
2019,Level 3,KK11,H24
2019,Level 3,KK11,H25
2019,Level 3,KK11,H26
2019,Level 3,KK11,H27
2019,Level 3,KK11,H28
2019,Level 3,KK11,H29
2019,Level 3,KK11,H30
2019,Level 3,KK11,H31
2019,Level 3,KK11,H32
2019,Level 3,KK11,H33
2019,Level 3,KK11,H34
2019,Level 3,KK11,H35
2019,Level 3,KK11,H36
2019,Level 3,KK11,H37
2019,Level 3,KK11,H39
2019,Level 3,KK11,H40
2019,Level 3,KK11,H41
2019,Level 4,KK111,H01
2019,Level 4,KK111,H04
2019,Level 4,KK111,H05
2019,Level 4,KK111,H06
2019,Level 4,KK111,H07
2019,Level 4,KK111,H08
2019,Level 4,KK111,H09
2019,Level 4,KK111,H10
2019,Level 4,KK111,H11
2019,Level 4,KK111,H12
2019,Level 4,KK111,H13
2019,Level 4,KK111,H14
2019,Level 4,KK111,H19
2019,Level 4,KK111,H20
2019,Level 4,KK111,H21
2019,Level 4,KK111,H22
2019,Level 4,KK111,H23
2019,Level 4,KK111,H24
2019,Level 4,KK111,H25
2019,Level 4,KK111,H26
2019,Level 4,KK111,H27
2019,Level 4,KK111,H28
2019,Level 4,KK111,H29
2019,Level 4,KK111,H30
2019,Level 4,KK111,H31
2019,Level 4,KK111,H32
2019,Level 4,KK111,H33
2019,Level 4,KK111,H34
2019,Level 4,KK111,H35
2019,Level 4,KK111,H36
2019,Level 4,KK111,H37
2019,Level 4,KK111,H39
2019,Level 4,KK111,H40
2019,Level 4,KK111,H41
2019,Level 4,KK112,H01
2019,Level 4,KK112,H04
2019,Level 4,KK112,H05
2019,Level 4,KK112,H06
2019,Level 4,KK112,H07
2019,Level 4,KK112,H08
2019,Level 4,KK112,H09
2019,Level 4,KK112,H10
2019,Level 4,KK112,H11
2019,Level 4,KK112,H12
2019,Level 4,KK112,H13
2019,Level 4,KK112,H14
2019,Level 4,KK112,H19
2019,Level 4,KK112,H20
2019,Level 4,KK112,H21
2019,Level 4,KK112,H22
2019,Level 4,KK112,H23
2019,Level 4,KK112,H24
2019,Level 4,KK112,H25
2019,Level 4,KK112,H26
2019,Level 4,KK112,H27
2019,Level 4,KK112,H28
2019,Level 4,KK112,H29
2019,Level 4,KK112,H30
2019,Level 4,KK112,H31
2019,Level 4,KK112,H32
2019,Level 4,KK112,H33
2019,Level 4,KK112,H34
2019,Level 4,KK112,H35
2019,Level 4,KK112,H36
2019,Level 4,KK112,H37
2019,Level 4,KK112,H39
2019,Level 4,KK112,H40
2019,Level 4,KK112,H41
2019,Level 3,KK12,H01
2019,Level 3,KK12,H04
2019,Level 3,KK12,H05
2019,Level 3,KK12,H06
2019,Level 3,KK12,H07
2019,Level 3,KK12,H08
2019,Level 3,KK12,H09
2019,Level 3,KK12,H10
2019,Level 3,KK12,H11
2019,Level 3,KK12,H12
2019,Level 3,KK12,H13
2019,Level 3,KK12,H14
2019,Level 3,KK12,H19
2019,Level 3,KK12,H20
2019,Level 3,KK12,H21
2019,Level 3,KK12,H22
2019,Level 3,KK12,H23
2019,Level 3,KK12,H24
2019,Level 3,KK12,H30
2019,Level 3,KK12,H31
2019,Level 3,KK12,H34
2019,Level 3,KK12,H35
2019,Level 3,KK12,H39
2019,Level 3,KK12,H40
2019,Level 3,KK12,H41
2019,Level 4,KK121,H01
2019,Level 4,KK121,H04
2019,Level 4,KK121,H05
2019,Level 4,KK121,H06
2019,Level 4,KK121,H07
2019,Level 4,KK121,H08
2019,Level 4,KK121,H09
2019,Level 4,KK121,H10
2019,Level 4,KK121,H11
2019,Level 4,KK121,H12
2019,Level 4,KK121,H13
2019,Level 4,KK121,H14
2019,Level 4,KK121,H19
2019,Level 4,KK121,H20
2019,Level 4,KK121,H21
2019,Level 4,KK121,H22
2019,Level 4,KK121,H23
2019,Level 4,KK121,H24
2019,Level 4,KK121,H30
2019,Level 4,KK121,H31
2019,Level 4,KK121,H34
2019,Level 4,KK121,H35
2019,Level 4,KK121,H39
2019,Level 4,KK121,H40
2019,Level 4,KK121,H41
2019,Level 4,KK122,H01
2019,Level 4,KK122,H04
2019,Level 4,KK122,H05
2019,Level 4,KK122,H06
2019,Level 4,KK122,H07
2019,Level 4,KK122,H08
2019,Level 4,KK122,H09
2019,Level 4,KK122,H10
2019,Level 4,KK122,H11
2019,Level 4,KK122,H12
2019,Level 4,KK122,H13
2019,Level 4,KK122,H14
2019,Level 4,KK122,H19
2019,Level 4,KK122,H20
2019,Level 4,KK122,H21
2019,Level 4,KK122,H22
2019,Level 4,KK122,H23
2019,Level 4,KK122,H24
2019,Level 4,KK122,H30
2019,Level 4,KK122,H31
2019,Level 4,KK122,H34
2019,Level 4,KK122,H35
2019,Level 4,KK122,H39
2019,Level 4,KK122,H40
2019,Level 4,KK122,H41
2019,Level 3,KK13,H01
2019,Level 3,KK13,H04
2019,Level 3,KK13,H05
2019,Level 3,KK13,H06
2019,Level 3,KK13,H07
2019,Level 3,KK13,H08
2019,Level 3,KK13,H09
2019,Level 3,KK13,H10
2019,Level 3,KK13,H11
2019,Level 3,KK13,H12
2019,Level 3,KK13,H13
2019,Level 3,KK13,H14
2019,Level 3,KK13,H19
2019,Level 3,KK13,H20
2019,Level 3,KK13,H21
2019,Level 3,KK13,H22
2019,Level 3,KK13,H23
2019,Level 3,KK13,H24
2019,Level 3,KK13,H30
2019,Level 3,KK13,H31
2019,Level 3,KK13,H34
2019,Level 3,KK13,H35
2019,Level 3,KK13,H39
2019,Level 3,KK13,H40
2019,Level 3,KK13,H41
2019,Level 4,KK131,H01
2019,Level 4,KK131,H04
2019,Level 4,KK131,H05
2019,Level 4,KK131,H06
2019,Level 4,KK131,H07
2019,Level 4,KK131,H08
2019,Level 4,KK131,H09
2019,Level 4,KK131,H10
2019,Level 4,KK131,H11
2019,Level 4,KK131,H12
2019,Level 4,KK131,H13
2019,Level 4,KK131,H14
2019,Level 4,KK131,H19
2019,Level 4,KK131,H20
2019,Level 4,KK131,H21
2019,Level 4,KK131,H22
2019,Level 4,KK131,H23
2019,Level 4,KK131,H24
2019,Level 4,KK131,H30
2019,Level 4,KK131,H31
2019,Level 4,KK131,H34
2019,Level 4,KK131,H35
2019,Level 4,KK131,H39
2019,Level 4,KK131,H40
2019,Level 4,KK131,H41
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars (millions)
2019,Level 1,LL,Dollars
2019,Level 1,LL,Dollars
2019,Level 1,LL,Percentage
2019,Level 1,LL,Percentage
2019,Level 1,LL,Percentage
2019,Level 1,LL,Percentage
2019,Level 1,LL,Percentage
2019,Level 3,LL11,H01
2019,Level 3,LL11,H04
2019,Level 3,LL11,H05
2019,Level 3,LL11,H06
2019,Level 3,LL11,H07
2019,Level 3,LL11,H08
2019,Level 3,LL11,H09
2019,Level 3,LL11,H10
2019,Level 3,LL11,H11
2019,Level 3,LL11,H12
2019,Level 3,LL11,H13
2019,Level 3,LL11,H14
2019,Level 3,LL11,H19
2019,Level 3,LL11,H20
2019,Level 3,LL11,H21
2019,Level 3,LL11,H22
2019,Level 3,LL11,H23
2019,Level 3,LL11,H24
2019,Level 3,LL11,H25
2019,Level 3,LL11,H26
2019,Level 3,LL11,H27
2019,Level 3,LL11,H28
2019,Level 3,LL11,H29
2019,Level 3,LL11,H30
2019,Level 3,LL11,H31
2019,Level 3,LL11,H32
2019,Level 3,LL11,H33
2019,Level 3,LL11,H34
2019,Level 3,LL11,H35
2019,Level 3,LL11,H36
2019,Level 3,LL11,H37
2019,Level 3,LL11,H39
2019,Level 3,LL11,H40
2019,Level 3,LL11,H41
2019,Level 4,LL111,H01
2019,Level 4,LL111,H04
2019,Level 4,LL111,H05
2019,Level 4,LL111,H06
2019,Level 4,LL111,H07
2019,Level 4,LL111,H08
2019,Level 4,LL111,H09
2019,Level 4,LL111,H10
2019,Level 4,LL111,H11
2019,Level 4,LL111,H12
2019,Level 4,LL111,H13
2019,Level 4,LL111,H14
2019,Level 4,LL111,H19
2019,Level 4,LL111,H20
2019,Level 4,LL111,H21
2019,Level 4,LL111,H22
2019,Level 4,LL111,H23
2019,Level 4,LL111,H24
2019,Level 4,LL111,H25
2019,Level 4,LL111,H26
2019,Level 4,LL111,H27
2019,Level 4,LL111,H28
2019,Level 4,LL111,H29
2019,Level 4,LL111,H30
2019,Level 4,LL111,H31
2019,Level 4,LL111,H32
2019,Level 4,LL111,H33
2019,Level 4,LL111,H34
2019,Level 4,LL111,H35
2019,Level 4,LL111,H36
2019,Level 4,LL111,H37
2019,Level 4,LL111,H39
2019,Level 4,LL111,H40
2019,Level 4,LL111,H41
2019,Level 4,LL112,H01
2019,Level 4,LL112,H04
2019,Level 4,LL112,H05
2019,Level 4,LL112,H06
2019,Level 4,LL112,H07
2019,Level 4,LL112,H08
2019,Level 4,LL112,H09
2019,Level 4,LL112,H10
2019,Level 4,LL112,H11
2019,Level 4,LL112,H12
2019,Level 4,LL112,H13
2019,Level 4,LL112,H14
2019,Level 4,LL112,H19
2019,Level 4,LL112,H20
2019,Level 4,LL112,H21
2019,Level 4,LL112,H22
2019,Level 4,LL112,H23
2019,Level 4,LL112,H24
2019,Level 4,LL112,H25
2019,Level 4,LL112,H26
2019,Level 4,LL112,H27
2019,Level 4,LL112,H28
2019,Level 4,LL112,H29
2019,Level 4,LL112,H30
2019,Level 4,LL112,H31
2019,Level 4,LL112,H32
2019,Level 4,LL112,H33
2019,Level 4,LL112,H34
2019,Level 4,LL112,H35
2019,Level 4,LL112,H36
2019,Level 4,LL112,H37
2019,Level 4,LL112,H39
2019,Level 4,LL112,H40
2019,Level 4,LL112,H41
2019,Level 3,LL12,H01
2019,Level 3,LL12,H04
2019,Level 3,LL12,H05
2019,Level 3,LL12,H06
2019,Level 3,LL12,H07
2019,Level 3,LL12,H08
2019,Level 3,LL12,H09
2019,Level 3,LL12,H10
2019,Level 3,LL12,H11
2019,Level 3,LL12,H12
2019,Level 3,LL12,H13
2019,Level 3,LL12,H14
2019,Level 3,LL12,H19
2019,Level 3,LL12,H20
2019,Level 3,LL12,H21
2019,Level 3,LL12,H22
2019,Level 3,LL12,H23
2019,Level 3,LL12,H24
2019,Level 3,LL12,H25
2019,Level 3,LL12,H26
2019,Level 3,LL12,H27
2019,Level 3,LL12,H28
2019,Level 3,LL12,H29
2019,Level 3,LL12,H30
2019,Level 3,LL12,H31
2019,Level 3,LL12,H32
2019,Level 3,LL12,H33
2019,Level 3,LL12,H34
2019,Level 3,LL12,H35
2019,Level 3,LL12,H36
2019,Level 3,LL12,H37
2019,Level 3,LL12,H39
2019,Level 3,LL12,H40
2019,Level 3,LL12,H41
2019,Level 4,LL122,H01
2019,Level 4,LL122,H04
2019,Level 4,LL122,H05
2019,Level 4,LL122,H06
2019,Level 4,LL122,H07
2019,Level 4,LL122,H08
2019,Level 4,LL122,H09
2019,Level 4,LL122,H10
2019,Level 4,LL122,H11
2019,Level 4,LL122,H12
2019,Level 4,LL122,H13
2019,Level 4,LL122,H14
2019,Level 4,LL122,H19
2019,Level 4,LL122,H20
2019,Level 4,LL122,H21
2019,Level 4,LL122,H22
2019,Level 4,LL122,H23
2019,Level 4,LL122,H24
2019,Level 4,LL122,H25
2019,Level 4,LL122,H26
2019,Level 4,LL122,H27
2019,Level 4,LL122,H28
2019,Level 4,LL122,H29
2019,Level 4,LL122,H30
2019,Level 4,LL122,H31
2019,Level 4,LL122,H32
2019,Level 4,LL122,H33
2019,Level 4,LL122,H34
2019,Level 4,LL122,H35
2019,Level 4,LL122,H36
2019,Level 4,LL122,H37
2019,Level 4,LL122,H39
2019,Level 4,LL122,H40
